id,handle,text,is_retweet,original_author,time,entities,cleaned_text
7.67184e+17,HillaryClinton,"It's too late now to say sorry, Donald. https://t.co/TWj7QwEfVh",False,,2016-08-21T02:17:56,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'amp.twimg.com/v/d08d1714-3eb…', 'expanded_url': 'https://amp.twimg.com/v/d08d1714-3eb5-4cde-a02f-e85c75451c4a', 'indices': [40, 63], 'url': 'https://t.co/TWj7QwEfVh'}], 'hashtags': []}",its too late now to say sorry donald httpstcotwjqwefvh
7.6715e+17,realDonaldTrump,"Together, we are going to MAKE AMERICA SAFE AND GREAT AGAIN!
https://t.co/pUtN4kFhDK",False,,2016-08-21T00:04:28,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'breitbart.com/2016-president…', 'expanded_url': 'http://www.breitbart.com/2016-presidential-race/2016/08/20/la-times-poll-trump-takes-half-point-lead-clinton/', 'indices': [61, 84], 'url': 'https://t.co/pUtN4kFhDK'}], 'hashtags': []}","together we are going to make america safe and great again
httpstcoputnkfhdk"
7.6715e+17,realDonaldTrump,"""@EyeCandyTMGayle: @realDonaldTrump please oh please take the CHARLOTTE NC speech ACROSS the swing states .... sooo powerful""  Good!",False,,2016-08-21T00:02:41,"{'user_mentions': [{'id_str': '4408612355', 'name': 'DEPLORABLEWVGAL', 'id': 4408612355, 'screen_name': 'EyeCandyTMGayle', 'indices': [1, 17]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [19, 35]}], 'symbols': [], 'urls': [], 'hashtags': []}",eyecandytmgayle realdonaldtrump please oh please take the charlotte nc speech across the swing states  sooo powerful  good
7.6715e+17,realDonaldTrump,"""@J58golf: @realDonaldTrump been a great week. More of the same will get you in the white house!""",False,,2016-08-21T00:02:05,"{'user_mentions': [{'id_str': '182366156', 'name': 'joan', 'id': 182366156, 'screen_name': 'J58golf', 'indices': [1, 9]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [11, 27]}], 'symbols': [], 'urls': [], 'hashtags': []}",jgolf realdonaldtrump been a great week more of the same will get you in the white house
7.67137e+17,realDonaldTrump,We will bring America together as ONE country again – united as Americans in common purpose and common dreams. #MAGA,False,,2016-08-20T23:11:51,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'MAGA', 'indices': [111, 116]}]}",we will bring america together as one country again  united as americans in common purpose and common dreams maga
7.67135e+17,realDonaldTrump,Will be back soon Virginia. We are going to MAKE AMERICA GREAT AGAIN! #TrumpPence16 https://t.co/IU4JPSi0rZ,False,,2016-08-20T23:04:02,"{'media': [{'display_url': 'pic.twitter.com/IU4JPSi0rZ', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/767135128950898689/photo/1', 'sizes': {'large': {'h': 1370, 'resize': 'fit', 'w': 2000}, 'medium': {'h': 822, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 466, 'resize': 'fit', 'w': 680}}, 'id_str': '767135121476640768', 'indices': [84, 107], 'id': 767135121476640768, 'url': 'https://t.co/IU4JPSi0rZ', 'media_url_https': 'https://pbs.twimg.com/media/CqVpVBpXYAAxBcY.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CqVpVBpXYAAxBcY.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'TrumpPence16', 'indices': [70, 83]}]}",will be back soon virginia we are going to make america great again trumppence httpstcoiujpsirz
7.67135e+17,realDonaldTrump,Will be interviewed on @JudgeJeanine at 9:00 P.M. Enjoy!,False,,2016-08-20T23:02:37,"{'user_mentions': [{'id_str': '29458079', 'name': 'Jeanine Pirro', 'id': 29458079, 'screen_name': 'JudgeJeanine', 'indices': [23, 36]}], 'symbols': [], 'urls': [], 'hashtags': []}",will be interviewed on judgejeanine at  pm enjoy
7.67135e+17,HillaryClinton,"If you dream it, you should be able to build it. https://t.co/uArcPunfFy https://t.co/qKg0MOHVBv",False,,2016-08-20T23:02:28,"{'media': [{'display_url': 'pic.twitter.com/qKg0MOHVBv', 'expanded_url': 'https://twitter.com/HillaryClinton/status/767134737257332737/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 454, 'resize': 'fit', 'w': 680}, 'large': {'h': 1367, 'resize': 'fit', 'w': 2048}, 'medium': {'h': 801, 'resize': 'fit', 'w': 1200}}, 'id_str': '767134706970353719', 'indices': [73, 96], 'id': 767134706970353719, 'url': 'https://t.co/qKg0MOHVBv', 'media_url_https': 'https://pbs.twimg.com/media/CqVo85fXYDcnriQ.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CqVo85fXYDcnriQ.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2bCJrVK', 'expanded_url': 'http://hrc.io/2bCJrVK', 'indices': [49, 72], 'url': 'https://t.co/uArcPunfFy'}], 'hashtags': []}",if you dream it you should be able to build it httpstcouarcpunffy httpstcoqkgmohvbv
7.67133e+17,realDonaldTrump,"Just leaving Virginia - really big crowd, great enthusiasm!",False,,2016-08-20T22:57:23,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",just leaving virginia  really big crowd great enthusiasm
7.67124e+17,HillaryClinton,This choice is pretty straightforward. https://t.co/8D3Og1UM14 https://t.co/1pbwefsVLy,False,,2016-08-20T22:17:50,"{'media': [{'display_url': 'pic.twitter.com/1pbwefsVLy', 'expanded_url': 'https://twitter.com/HillaryClinton/status/767123506148630528/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '767123428969222144', 'indices': [63, 86], 'id': 767123428969222144, 'url': 'https://t.co/1pbwefsVLy', 'media_url_https': 'https://pbs.twimg.com/media/CqVesbqXEAABHsp.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CqVesbqXEAABHsp.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2bCF657', 'expanded_url': 'http://hrc.io/2bCF657', 'indices': [39, 62], 'url': 'https://t.co/8D3Og1UM14'}], 'hashtags': []}",this choice is pretty straightforward httpstcodogum httpstcopbwefsvly
7.67105e+17,HillaryClinton,Donald Trump has shown us who he is. We should believe him. https://t.co/TWj7QwEfVh,False,,2016-08-20T21:03:50,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'amp.twimg.com/v/d08d1714-3eb…', 'expanded_url': 'https://amp.twimg.com/v/d08d1714-3eb5-4cde-a02f-e85c75451c4a', 'indices': [60, 83], 'url': 'https://t.co/TWj7QwEfVh'}], 'hashtags': []}",donald trump has shown us who he is we should believe him httpstcotwjqwefvh
7.67077e+17,HillaryClinton,Trump’s tax plan could give his own family a $4 billion tax break. Here's what we could do with that money instead: https://t.co/89rNgjYcGk,False,,2016-08-20T19:14:54,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2bCmBxD', 'expanded_url': 'http://hrc.io/2bCmBxD', 'indices': [116, 139], 'url': 'https://t.co/89rNgjYcGk'}], 'hashtags': []}",trumps tax plan could give his own family a  billion tax break heres what we could do with that money instead httpstcorngjycgk
7.6707e+17,HillaryClinton,"""We don't win anymore."" https://t.co/opLEssKAxA",True,Deadspin,2016-08-20T18:44:05,"{'media': [{'display_url': 'pic.twitter.com/opLEssKAxA', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 576, 'resize': 'fit', 'w': 1024}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'expanded_url': 'https://twitter.com/Deadspin/status/766724089654472704/video/1', 'indices': [38, 61], 'id': 766723792274132992, 'url': 'https://t.co/opLEssKAxA', 'source_status_id_str': '766724089654472704', 'source_user_id_str': '13213122', 'source_status_id': 766724089654472704, 'id_str': '766723792274132992', 'source_user_id': 13213122, 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/766723792274132992/pu/img/dZJKYAhQsQ-PlRes.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/766723792274132992/pu/img/dZJKYAhQsQ-PlRes.jpg'}], 'user_mentions': [{'id_str': '13213122', 'name': 'Deadspin', 'id': 13213122, 'screen_name': 'Deadspin', 'indices': [3, 12]}], 'symbols': [], 'urls': [], 'hashtags': []}",we dont win anymore httpstcooplesskaxa
7.67052e+17,realDonaldTrump,"Thank you @JerryJrFalwell- will see you soon. #TrumpPence16 
https://t.co/epfSJckcKq",False,,2016-08-20T17:35:11,"{'user_mentions': [{'id_str': '31628934', 'name': 'J L Falwell', 'id': 31628934, 'screen_name': 'JerryJrFalwell', 'indices': [10, 25]}], 'symbols': [], 'urls': [{'display_url': 'washingtonpost.com/opinions/jerry…', 'expanded_url': 'https://www.washingtonpost.com/opinions/jerry-falwell-jr-trump-is-the-churchillian-leader-we-need/2016/08/19/b1ff79e0-64b1-11e6-be4e-23fc4d4d12b4_story.html?utm_term=.9a231e4faa1b#', 'indices': [61, 84], 'url': 'https://t.co/epfSJckcKq'}], 'hashtags': [{'text': 'TrumpPence16', 'indices': [46, 59]}]}","thank you jerryjrfalwell will see you soon trumppence 
httpstcoepfsjckckq"
7.67047e+17,HillaryClinton,Let's send Donald Trump a message in November: We're not going back. https://t.co/85ovKr3y2x,False,,2016-08-20T17:12:16,"{'media': [{'display_url': 'pic.twitter.com/85ovKr3y2x', 'expanded_url': 'https://twitter.com/HillaryClinton/status/767046604041912320/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '767046499322724352', 'indices': [69, 92], 'id': 767046499322724352, 'url': 'https://t.co/85ovKr3y2x', 'media_url_https': 'https://pbs.twimg.com/media/CqUYuiZWgAAksrM.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CqUYuiZWgAAksrM.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",lets send donald trump a message in november were not going back httpstcoovkryx
7.67008e+17,HillaryClinton,"""I don't regret anything."" —Donald Trump, August 2, 2016
https://t.co/TWj7QwVQMP",False,,2016-08-20T14:37:12,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'amp.twimg.com/v/d08d1714-3eb…', 'expanded_url': 'https://amp.twimg.com/v/d08d1714-3eb5-4cde-a02f-e85c75451c4a', 'indices': [57, 80], 'url': 'https://t.co/TWj7QwVQMP'}], 'hashtags': []}","i dont regret anything donald trump august  
httpstcotwjqwvqmp"
7.66999e+17,HillaryClinton,"This week, Donald Trump suddenly tried to claim that he has some ""regrets."" About that... https://t.co/6Igq6bOIZG",False,,2016-08-20T14:03:11,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2bldAv5', 'expanded_url': 'http://hrc.io/2bldAv5', 'indices': [90, 113], 'url': 'https://t.co/6Igq6bOIZG'}], 'hashtags': []}",this week donald trump suddenly tried to claim that he has some regrets about that httpstcoigqboizg
7.66863e+17,realDonaldTrump,"""@CatOnGlass: 200,000 new followers for @realDonaldTrump. From 10,800,000 to 11,000,000, All in the last ten days or so! #MAGA #AlwaysTrump",False,,2016-08-20T05:02:57,"{'user_mentions': [{'id_str': '725215565476847616', 'name': 'CatOnGlass', 'id': 725215565476847616, 'screen_name': 'CatOnGlass', 'indices': [1, 12]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [40, 56]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'MAGA', 'indices': [121, 126]}, {'text': 'AlwaysTrump', 'indices': [127, 139]}]}",catonglass  new followers for realdonaldtrump from  to  all in the last ten days or so maga alwaystrump
7.66818e+17,HillaryClinton,Trump says he hires the best people. This is what he means: https://t.co/FvCVcmLLCY,False,,2016-08-20T02:05:02,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2bAEvRz', 'expanded_url': 'http://hrc.io/2bAEvRz', 'indices': [60, 83], 'url': 'https://t.co/FvCVcmLLCY'}], 'hashtags': []}",trump says he hires the best people this is what he means httpstcofvcvcmllcy
7.66805e+17,realDonaldTrump,.@Franklin_Graham @BillyNungesser @SamaritansPurse- so humbled by my time w/ you. You are in our thoughts &amp; prayers. https://t.co/I6xGsEzlwv,False,,2016-08-20T01:14:08,"{'media': [{'display_url': 'pic.twitter.com/I6xGsEzlwv', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/766805485466988544/video/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 576, 'resize': 'fit', 'w': 1024}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'id_str': '766805303983640581', 'indices': [121, 144], 'id': 766805303983640581, 'url': 'https://t.co/I6xGsEzlwv', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/766805303983640581/pu/img/qjK1PTOt8a7KSasy.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/766805303983640581/pu/img/qjK1PTOt8a7KSasy.jpg'}], 'user_mentions': [{'id_str': '44945327', 'name': 'Franklin Graham', 'id': 44945327, 'screen_name': 'Franklin_Graham', 'indices': [1, 17]}, {'id_str': '177664331', 'name': 'Billy Nungesser', 'id': 177664331, 'screen_name': 'BillyNungesser', 'indices': [18, 33]}, {'id_str': '20714308', 'name': ""Samaritan's Purse"", 'id': 20714308, 'screen_name': 'SamaritansPurse', 'indices': [34, 50]}], 'symbols': [], 'urls': [], 'hashtags': []}",franklingraham billynungesser samaritanspurse so humbled by my time w you you are in our thoughts amp prayers httpstcoixgsezlwv
7.66802e+17,realDonaldTrump,"We are one nation. When one hurts, we all hurt. We must all work together-to lift each other up.
#StandWithLouisiana https://t.co/Ob7J2oBWhq",False,,2016-08-20T01:00:12,"{'media': [{'display_url': 'pic.twitter.com/Ob7J2oBWhq', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/766801978085117952/video/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 576, 'resize': 'fit', 'w': 1024}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'id_str': '766801621007294464', 'indices': [117, 140], 'id': 766801621007294464, 'url': 'https://t.co/Ob7J2oBWhq', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/766801621007294464/pu/img/0utktWvDSyGamM4m.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/766801621007294464/pu/img/0utktWvDSyGamM4m.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'StandWithLouisiana', 'indices': [97, 116]}]}","we are one nation when one hurts we all hurt we must all work togetherto lift each other up
standwithlouisiana httpstcoobjobwhq"
7.66791e+17,realDonaldTrump,#WheresHillary? Sleeping!!!!!,False,,2016-08-20T00:17:09,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'WheresHillary', 'indices': [0, 14]}]}",whereshillary sleeping
7.66783e+17,HillaryClinton,Trump painting the entire African American community as living in poverty with no jobs shows he's completely out of touch with us.,True,MarlonDMarshall,2016-08-19T23:45:16,"{'user_mentions': [{'id_str': '277719684', 'name': 'Marlon Marshall', 'id': 277719684, 'screen_name': 'MarlonDMarshall', 'indices': [3, 19]}], 'symbols': [], 'urls': [], 'hashtags': []}",trump painting the entire african american community as living in poverty with no jobs shows hes completely out of touch with us
7.66783e+17,HillaryClinton,"Trump questions the citizenship of the first black president, courts white supremacists, and has been sued for housing discrimination.",True,MarlonDMarshall,2016-08-19T23:45:01,"{'user_mentions': [{'id_str': '277719684', 'name': 'Marlon Marshall', 'id': 277719684, 'screen_name': 'MarlonDMarshall', 'indices': [3, 19]}], 'symbols': [], 'urls': [], 'hashtags': []}",trump questions the citizenship of the first black president courts white supremacists and has been sued for housing discrimination
7.66783e+17,HillaryClinton,Donald Trump asks what the African American community has to lose by voting for him. The answer: everything.,True,MarlonDMarshall,2016-08-19T23:44:49,"{'user_mentions': [{'id_str': '277719684', 'name': 'Marlon Marshall', 'id': 277719684, 'screen_name': 'MarlonDMarshall', 'indices': [3, 19]}], 'symbols': [], 'urls': [], 'hashtags': []}",donald trump asks what the african american community has to lose by voting for him the answer everything
7.66781e+17,HillaryClinton,There are no words.  https://t.co/xTSh2R1v6M,True,mayaharris_,2016-08-19T23:35:08,"{'user_mentions': [{'id_str': '2314055840', 'name': 'Maya Harris', 'id': 2314055840, 'screen_name': 'mayaharris_', 'indices': [3, 15]}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/sahilkapur/sta…', 'expanded_url': 'https://twitter.com/sahilkapur/status/766747911396945920', 'indices': [38, 61], 'url': 'https://t.co/xTSh2R1v6M'}], 'hashtags': []}",there are no words  httpstcoxtshrvm
7.66777e+17,HillaryClinton,This is so ignorant it’s staggering. https://t.co/t2fZl9sqKs,False,,2016-08-19T23:19:07,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/sahilkapur/sta…', 'expanded_url': 'https://twitter.com/sahilkapur/status/766747911396945920', 'indices': [37, 60], 'url': 'https://t.co/t2fZl9sqKs'}], 'hashtags': []}",this is so ignorant its staggering httpstcotfzlsqks
7.66761e+17,realDonaldTrump,Thank you Michigan. This is a MOVEMENT. We are going to MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16 https://t.co/vP3eqF3Zbb,False,,2016-08-19T22:16:16,"{'media': [{'display_url': 'pic.twitter.com/vP3eqF3Zbb', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/766760721115938816/photo/1', 'sizes': {'large': {'h': 744, 'resize': 'fit', 'w': 2048}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 436, 'resize': 'fit', 'w': 1200}, 'small': {'h': 247, 'resize': 'fit', 'w': 680}}, 'id_str': '766760606472871936', 'indices': [105, 128], 'id': 766760606472871936, 'url': 'https://t.co/vP3eqF3Zbb', 'media_url_https': 'https://pbs.twimg.com/media/CqQUtYiUIAAeaNK.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CqQUtYiUIAAeaNK.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'TrumpPence16', 'indices': [91, 104]}]}",thank you michigan this is a movement we are going to make america safe and great again trumppence httpstcovpeqfzbb
7.66757e+17,HillaryClinton,"When the IOC introduced women's wrestling in 2004, @Helen_Maroulis dreamed of gold. Yesterday that dream came true. https://t.co/ZvyuQYK36v",False,,2016-08-19T22:01:52,"{'media': [{'display_url': 'pic.twitter.com/ZvyuQYK36v', 'expanded_url': 'https://twitter.com/HillaryClinton/status/766757098592079872/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'medium': {'h': 512, 'resize': 'fit', 'w': 1024}}, 'id_str': '766756902453833728', 'indices': [116, 139], 'id': 766756902453833728, 'url': 'https://t.co/ZvyuQYK36v', 'media_url_https': 'https://pbs.twimg.com/media/CqQRVx_W8AAnNic.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CqQRVx_W8AAnNic.jpg'}], 'user_mentions': [{'id_str': '238321550', 'name': 'Helen Maroulis', 'id': 238321550, 'screen_name': 'helen_maroulis', 'indices': [51, 66]}], 'symbols': [], 'urls': [], 'hashtags': []}",when the ioc introduced womens wrestling in  helenmaroulis dreamed of gold yesterday that dream came true httpstcozvyuqykv
7.66749e+17,HillaryClinton,"When bombs rain down, they rush in. Inspired by the White Helmets &amp; others helping those in need worldwide.  #WHD https://t.co/sBZfH4COGJ",True,rosenbergerlm,2016-08-19T21:30:34,"{'user_mentions': [{'id_str': '3344711285', 'name': 'Laura Rosenberger', 'id': 3344711285, 'screen_name': 'rosenbergerlm', 'indices': [3, 17]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'WHD', 'indices': [132, 136]}]}",when bombs rain down they rush in inspired by the white helmets amp others helping those in need worldwide  whd httpstcosbzfhcogj
7.66742e+17,HillaryClinton,So who exactly is advising Trump on foreign policy? https://t.co/OVMdxGT736,False,,2016-08-19T21:00:07,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'amp.twimg.com/v/7ecf05fa-623…', 'expanded_url': 'https://amp.twimg.com/v/7ecf05fa-623e-4c45-98b1-961a98415305', 'indices': [52, 75], 'url': 'https://t.co/OVMdxGT736'}], 'hashtags': []}",so who exactly is advising trump on foreign policy httpstcoovmdxgt
7.66731e+17,HillaryClinton,Today is @BillClinton's birthday! It's not too late to sign his card here: https://t.co/30Uxor2066,False,,2016-08-19T20:16:31,"{'user_mentions': [{'id_str': '1330457336', 'name': 'Bill Clinton', 'id': 1330457336, 'screen_name': 'billclinton', 'indices': [9, 21]}], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2bQnp6L', 'expanded_url': 'http://hrc.io/2bQnp6L', 'indices': [75, 98], 'url': 'https://t.co/30Uxor2066'}], 'hashtags': []}",today is billclintons birthday its not too late to sign his card here httpstcouxor
7.66709e+17,HillaryClinton,"Why do Trump and Putin keep saying all the same things? (Hint: It's not Manafort.)
https://t.co/OVMdxHaHUE",False,,2016-08-19T18:49:37,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'amp.twimg.com/v/7ecf05fa-623…', 'expanded_url': 'https://amp.twimg.com/v/7ecf05fa-623e-4c45-98b1-961a98415305', 'indices': [83, 106], 'url': 'https://t.co/OVMdxHaHUE'}], 'hashtags': []}","why do trump and putin keep saying all the same things hint its not manafort
httpstcoovmdxhahue"
7.6668e+17,HillaryClinton,"The flooding in Louisiana is worse than anyone expected, and they need our support. Here's how you can help: https://t.co/nihT10OvRk",False,,2016-08-19T16:53:51,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2bt6DZp', 'expanded_url': 'http://hrc.io/2bt6DZp', 'indices': [109, 132], 'url': 'https://t.co/nihT10OvRk'}], 'hashtags': []}",the flooding in louisiana is worse than anyone expected and they need our support heres how you can help httpstconihtovrk
7.66648e+17,HillaryClinton,"Clinton and Trump are confirmed to participate in a ""Commander-in-chief"" forum with @IAVA on @MSNBC September 7th https://t.co/jjh1Qxgp88",True,MaddowBlog,2016-08-19T14:50:03,"{'user_mentions': [{'id_str': '91180720', 'name': 'Maddow Blog', 'id': 91180720, 'screen_name': 'MaddowBlog', 'indices': [3, 14]}, {'id_str': '12296312', 'name': 'IAVA', 'id': 12296312, 'screen_name': 'iava', 'indices': [100, 105]}, {'id_str': '2836421', 'name': 'MSNBC', 'id': 2836421, 'screen_name': 'MSNBC', 'indices': [109, 115]}], 'symbols': [], 'urls': [], 'hashtags': []}",clinton and trump are confirmed to participate in a commanderinchief forum with iava on msnbc september th httpstcojjhqxgp
7.66642e+17,HillaryClinton,"45 years later, I couldn’t be happier to have you by my side. Happy birthday, Bill! -H https://t.co/KDhgLsNr7K",False,,2016-08-19T14:24:43,"{'media': [{'display_url': 'pic.twitter.com/KDhgLsNr7K', 'expanded_url': 'https://twitter.com/HillaryClinton/status/766642051844800512/photo/1', 'sizes': {'large': {'h': 2048, 'resize': 'fit', 'w': 1385}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 1200, 'resize': 'fit', 'w': 811}, 'small': {'h': 680, 'resize': 'fit', 'w': 460}}, 'id_str': '766641710352990211', 'indices': [87, 110], 'id': 766641710352990211, 'url': 'https://t.co/KDhgLsNr7K', 'media_url_https': 'https://pbs.twimg.com/media/CqOokt-WgAM16kb.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CqOokt-WgAM16kb.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}", years later i couldnt be happier to have you by my side happy birthday bill h httpstcokdhglsnrk
7.6663e+17,realDonaldTrump,Great job by @EricTrump on interview with @BillHemmer on @FoxNews. #ImWithYou #TrumpTrain,False,,2016-08-19T13:34:54,"{'user_mentions': [{'id_str': '39349894', 'name': 'Eric Trump', 'id': 39349894, 'screen_name': 'EricTrump', 'indices': [13, 23]}, {'id_str': '21010214', 'name': 'Bill Hemmer', 'id': 21010214, 'screen_name': 'BillHemmer', 'indices': [42, 53]}, {'id_str': '1367531', 'name': 'Fox News', 'id': 1367531, 'screen_name': 'FoxNews', 'indices': [57, 65]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'ImWithYou', 'indices': [67, 77]}, {'text': 'TrumpTrain', 'indices': [78, 89]}]}",great job by erictrump on interview with billhemmer on foxnews imwithyou trumptrain
7.66628e+17,realDonaldTrump,"Thank you to everyone for all of the nice comments, by Twitter, pundits and otherwise for my speech last night.",False,,2016-08-19T13:27:10,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",thank you to everyone for all of the nice comments by twitter pundits and otherwise for my speech last night
7.66617e+17,realDonaldTrump,"The reporting at the failing @nytimes gets worse and worse by the day. Fortunately, it is a dying newspaper.",False,,2016-08-19T12:43:37,"{'user_mentions': [{'id_str': '807095', 'name': 'The New York Times', 'id': 807095, 'screen_name': 'nytimes', 'indices': [29, 37]}], 'symbols': [], 'urls': [], 'hashtags': []}",the reporting at the failing nytimes gets worse and worse by the day fortunately it is a dying newspaper
7.66616e+17,realDonaldTrump,Thank you to NC for last evenings great reception. The speech was a great success. Heading now to Louisiana &amp; another speech tonight in MI.,False,,2016-08-19T12:42:38,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",thank you to nc for last evenings great reception the speech was a great success heading now to louisiana amp another speech tonight in mi
7.66586e+17,realDonaldTrump,"We are one nation. When one state hurts, we all hurt. We must all work together - to lift each other up. https://t.co/XoDkW5X3Wy",False,,2016-08-19T10:40:15,"{'media': [{'display_url': 'pic.twitter.com/XoDkW5X3Wy', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/766585563805802497/video/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 360, 'resize': 'fit', 'w': 640}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'id_str': '766585457060839424', 'indices': [105, 128], 'id': 766585457060839424, 'url': 'https://t.co/XoDkW5X3Wy', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/766585457060839424/pu/img/JCgcOcDTvdU9ZdCH.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/766585457060839424/pu/img/JCgcOcDTvdU9ZdCH.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",we are one nation when one state hurts we all hurt we must all work together  to lift each other up httpstcoxodkwxwy
