id,handle,text,time,retweet_count,favorite_count,engagement,cleaned_text,cleaned_text_no_stopwords,themes,is_repeated,sentiment,sentiment_score
7.59e+17,HillaryClinton,"""Bernie Sanders and I will work together to make college tuition-free for the middle class and debt-free for all."" —Hillary",2016-07-29T03:08:23,4732,12987,17719,bernie sanders and i will work together to make college tuitionfree for the middle class and debtfree for all hillary,sanders college tuitionfree middle class debtfree,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"“If you believe that your working mother, wife, sister, or daughter deserve equal pay, join us!” —Hillary",2016-07-29T03:06:57,3883,9448,13331,if you believe that your working mother wife sister or daughter deserve equal pay join us hillary,mother wife sister daughter deserve equal,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""If you believe we should expand Social Security and protect a woman's right to make her own heath care decisions, join us!” —Hillary",2016-07-29T03:06:32,2762,8510,11272,if you believe we should expand social security and protect a womans right to make her own heath care decisions join us hillary,expand social security protect womans heath decisions,Other,No,Positive,0.3063492063492063
7.59e+17,HillaryClinton,"""If you believe that companies should share profits with their workers, not pad executive bonuses, join us."" —Hillary",2016-07-29T03:05:17,1653,5730,7383,if you believe that companies should share profits with their workers not pad executive bonuses join us hillary,companies share profits workers pad executive bonuses,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""Comprehensive immigration reform will grow our economy and keep families together, and it’s the right thing to do."" —Hillary",2016-07-29T03:04:54,1766,5314,7080,comprehensive immigration reform will grow our economy and keep families together and its the right thing to do hillary,comprehensive immigration reform grow economy families,Economy,Yes,Positive,0.2857142857142857
7.59e+17,HillaryClinton,"""Comprehensive immigration reform will grow our economy and keep families together, and it’s the right thing to do."" —Hillary",2016-07-29T03:04:54,1766,5314,7080,comprehensive immigration reform will grow our economy and keep families together and its the right thing to do hillary,comprehensive immigration reform grow economy families,Families,Yes,Positive,0.2857142857142857
7.59e+17,HillaryClinton,"""Comprehensive immigration reform will grow our economy and keep families together, and it’s the right thing to do."" —Hillary",2016-07-29T03:04:54,1766,5314,7080,comprehensive immigration reform will grow our economy and keep families together and its the right thing to do hillary,comprehensive immigration reform grow economy families,Foreign Policy,Yes,Positive,0.2857142857142857
7.59e+17,HillaryClinton,"""When we have millions of hardworking immigrants contributing to our economy, it would be self-defeating and inhumane to kick them out.""",2016-07-29T03:04:33,3009,8052,11061,when we have millions of hardworking immigrants contributing to our economy it would be selfdefeating and inhumane to kick them out,hardworking immigrants contributing economy selfdefeating inhumane kick,Economy,No,Negative,-0.9
7.59e+17,HillaryClinton,"""I believe that climate change is real and that we can save our planet while creating millions of good-paying clean energy jobs."" —Hillary",2016-07-29T03:04:07,3248,9176,12424,i believe that climate change is real and that we can save our planet while creating millions of goodpaying clean energy jobs hillary,climate save planet creating goodpaying clean energy jobs,Economy,No,Positive,0.2833333333333333
7.59e+17,HillaryClinton,"""It’s wrong to take tax breaks with one hand and give out pink slips with the other."" —Hillary",2016-07-29T03:03:41,1790,5245,7035,its wrong to take tax breaks with one hand and give out pink slips with the other hillary,tax breaks hand pink slips,Economy,No,Negative,-0.24166666666666667
7.59e+17,HillaryClinton,“We'll pass a constitutional amendment to overturn Citizens United!” —Hillary,2016-07-29T03:03:26,1774,5254,7028,well pass a constitutional amendment to overturn citizens united hillary,pass constitutional amendment overturn citizens united,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"“With your help, I will carry all of your voices with us to the White House!” —Hillary https://t.co/g0ntLQkq6B",2016-07-29T03:02:29,1621,4567,6188,with your help i will carry all of your voices with us to the white house hillary,carry voices white house,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""I believe that our economy isn't working the way it should because our democracy isn't working the way it should."" —Hillary",2016-07-29T03:02:20,1650,4715,6365,i believe that our economy isnt working the way it should because our democracy isnt working the way it should hillary,economy democracy,Economy,No,Neutral,0.0
7.59e+17,HillaryClinton,"""My primary mission as president will be to create more opportunity and more good jobs with rising wages right here in the United States.""",2016-07-29T03:01:18,1498,5128,6626,my primary mission as president will be to create more opportunity and more good jobs with rising wages right here in the united states,primary mission create opportunity jobs rising wages united,Economy,No,Positive,0.47714285714285704
7.59e+17,HillaryClinton,"“Democrats, we are the party of working people.” —Hillary",2016-07-29T03:00:50,1646,5025,6671,democrats we are the party of working people hillary,democrats,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""When any barrier falls in America, for anyone, it clears the way for everyone...when there are no ceilings, the sky’s the limit."" —Hillary",2016-07-29T02:59:55,5031,9430,14461,when any barrier falls in america for anyone it clears the way for everyonewhen there are no ceilings the skys the limit hillary,barrier falls clears everyonewhen ceilings skys limit,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""We’ve reached a milestone...the first time that a major party has nominated a woman for president."" —Hillary https://t.co/WizdsD8vgk",2016-07-29T02:57:59,8125,23898,32023,weve reached a milestonethe first time that a major party has nominated a woman for president hillary,weve reached milestonethe major nominated woman,Other,No,Positive,0.15625
7.59e+17,HillaryClinton,"""I will be a president for Democrats, Republicans, and Independents. For the struggling, the striving and the successful…for all Americans.""",2016-07-29T02:57:31,3911,9745,13656,i will be a president for democrats republicans and independents for the struggling the striving and the successfulfor all americans,democrats republicans independents struggling striving successfulfor,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""It’s true: I sweat the details of policy...because it’s not just a detail if it’s your kid, if it’s your family. It’s a big deal.""",2016-07-29T02:54:17,3502,8529,12031,its true i sweat the details of policybecause its not just a detail if its your kid if its your family its a big deal,true sweat details policybecause detail kid family deal,Other,No,Positive,0.175
7.59e+17,HillaryClinton,"""Simply caring is not enough. To drive real progress, you have to change both hearts and laws."" —Hillary",2016-07-29T02:52:43,2951,6927,9878,simply caring is not enough to drive real progress you have to change both hearts and laws hillary,simply caring drive progress hearts laws,Other,No,Positive,0.06666666666666667
7.59e+17,HillaryClinton,"""No one gets through life alone. We have to look out for each other and lift each other up."" —Hillary",2016-07-29T02:51:33,3693,7890,11583,no one gets through life alone we have to look out for each other and lift each other up hillary,life lift,Other,No,Negative,-0.125
7.59e+17,HillaryClinton,"""I accept your nomination for president of the United States!” —Hillary https://t.co/3Ffpf7W4Vz",2016-07-29T02:51:05,4772,10541,15313,i accept your nomination for president of the united states hillary,accept nomination united,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""Through all these years of public service, the 'service' part has always come easier to me than the 'public' part."" —Hillary",2016-07-29T02:49:26,1652,5659,7311,through all these years of public service the service part has always come easier to me than the public part hillary,public service service easier public,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""It is with humility, determination, and boundless confidence in America’s promise that I accept your nomination for president!"" —Hillary",2016-07-29T02:47:37,7848,18852,26700,it is with humility determination and boundless confidence in americas promise that i accept your nomination for president hillary,humility determination boundless confidence americas promise accept nomination,Other,No,Negative,-0.2
7.59e+17,HillaryClinton,"""'Stronger Together’ is...not just a slogan for our campaign. It’s a guiding principle for the country we’ve always been."" —Hillary",2016-07-29T02:46:38,2429,6554,8983,stronger together isnot just a slogan for our campaign its a guiding principle for the country weve always been hillary,stronger isnot slogan guiding principle weve,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""None of us can raise a family, build a business, heal a community or lift a country totally alone.” —Hillary #StrongerTogether",2016-07-29T02:46:03,2222,5688,7910,none of us can raise a family build a business heal a community or lift a country totally alone hillary strongertogether,none raise family business heal community lift strongertogether,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""Americans don’t say, 'I alone can fix it.' They say, ‘We’ll fix it together!’” —Hillary",2016-07-29T02:45:04,2507,6191,8698,americans dont say i alone can fix it they say well fix it together hillary,fix fix,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""Don’t believe anyone who says 'I alone can fix it.’ Yes, those were actually Donald Trump’s words in Cleveland."" —Hillary",2016-07-29T02:43:46,2414,6293,8707,dont believe anyone who says i alone can fix it yes those were actually donald trumps words in cleveland hillary,fix yes words cleveland,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"Don’t let anyone tell you that our country is weak—we’re not.

Don’t let anyone tell you we don’t have what it takes—we do.",2016-07-29T02:43:08,2389,6269,8658,"dont let anyone tell you that our country is weakwere not

dont let anyone tell you we dont have what it takeswe do",weakwere takeswe,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""We have the most dynamic and diverse people in the world. We have the most tolerant and generous young people we've ever had."" —Hillary",2016-07-29T02:42:32,2501,7408,9909,we have the most dynamic and diverse people in the world we have the most tolerant and generous young people weve ever had hillary,dynamic diverse tolerant generous weve,Other,No,Positive,0.275
7.59e+17,HillaryClinton,"""We will not ban a religion—we will work with all Americans and our allies to fight and defeat terrorism."" —Hillary",2016-07-29T02:41:26,1916,5332,7248,we will not ban a religionwe will work with all americans and our allies to fight and defeat terrorism hillary,ban religionwe allies fight defeat terrorism,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""We will not build a wall—instead, we will build an economy where everyone who wants a good job can get one."" —Hillary",2016-07-29T02:40:59,1840,5154,6994,we will not build a wallinstead we will build an economy where everyone who wants a good job can get one hillary,wallinstead economy job,Economy,No,Positive,0.44999999999999996
7.59e+17,HillaryClinton,"FDR came up with the perfect rebuke to Donald Trump more than 80 years ago:

“The only thing we have to fear is fear itself.”",2016-07-29T02:40:41,3349,7372,10721,"fdr came up with the perfect rebuke to donald trump more than  years ago

the only thing we have to fear is fear itself",fdr perfect rebuke,Other,No,Positive,0.5
7.59e+17,HillaryClinton,"""He's taken the Republican Party a long way, from 'Morning in America’ to 'Midnight in America.’” —Hillary on Trump",2016-07-29T02:40:13,1098,3514,4612,hes taken the republican party a long way from morning in america to midnight in america hillary on trump,midnight,Other,No,Neutral,-0.05
7.59e+17,HillaryClinton,"""We heard Donald Trump’s answer last week at his convention. He wants to divide us...He wants us to fear the future and fear each other.""",2016-07-29T02:39:51,1333,3979,5312,we heard donald trumps answer last week at his convention he wants to divide ushe wants us to fear the future and fear each other,heard answer week convention divide ushe future,Other,No,Positive,0.05500000000000001
7.59e+17,HillaryClinton,“We have to decide whether we’re going to work together so we can all rise together.” —Hillary,2016-07-29T02:39:12,1391,3805,5196,we have to decide whether were going to work together so we can all rise together hillary,decide rise,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""Our Founders embraced the enduring truth that we are stronger together.” —Hillary",2016-07-29T02:38:50,1103,3485,4588,our founders embraced the enduring truth that we are stronger together hillary,founders embraced enduring truth stronger,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"“@BernieSanders, you’ve put economic and social justice issues front and center where they belong.” —Hillary https://t.co/KZP2ohDTYD",2016-07-29T02:38:29,2039,5379,7418,berniesanders youve put economic and social justice issues front and center where they belong hillary,berniesanders youve economic social justice issues front center belong,Other,No,Neutral,0.044444444444444446
7.59e+17,HillaryClinton,"""To all of your supporters here and around the country: I want you to know, I've heard you."" —Hillary on @BernieSanders",2016-07-29T02:36:28,1702,5423,7125,to all of your supporters here and around the country i want you to know ive heard you hillary on berniesanders,supporters ive heard berniesanders,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""I want to thank Bernie Sanders. Bernie, your campaign inspired millions of Americans.” —Hillary",2016-07-29T02:35:39,1861,6064,7925,i want to thank bernie sanders bernie your campaign inspired millions of americans hillary,sanders inspired,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""For those of you out there who are just getting to know @TimKaine...he'll make the whole country proud as our vice president."" —Hillary",2016-07-29T02:34:56,1195,5033,6228,for those of you out there who are just getting to know timkainehell make the whole country proud as our vice president hillary,getting timkainehell vice,Other,No,Positive,0.5
7.59e+17,HillaryClinton,"""We heard from…@JoeBiden. He spoke from his big heart about our party’s commitment to working people."" —Hillary https://t.co/PHHCeD7YYh",2016-07-29T02:34:16,864,3440,4304,we heard fromjoebiden he spoke from his big heart about our partys commitment to working people hillary,heard fromjoebiden spoke heart partys commitment,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""America is stronger because of President Obama's leadership, and I am better because of his friendship."" —Hillary https://t.co/d1Kv4iUHqo",2016-07-29T02:33:49,4654,16948,21602,america is stronger because of president obamas leadership and i am better because of his friendship hillary,stronger obamas leadership friendship,Other,No,Positive,0.5
7.59e+17,HillaryClinton,"“We heard the man from Hope, Bill Clinton.

And the man of hope, Barack Obama.” —Hillary https://t.co/vH9fNuJQFP",2016-07-29T02:33:10,4054,14099,18153,"we heard the man from hope bill clinton

and the man of hope barack obama hillary",heard hope bill hope barack,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""Bill, that conversation we started in the law library 45 years ago, it is still going strong.” —Hillary",2016-07-29T02:32:20,1234,5081,6315,bill that conversation we started in the law library  years ago it is still going strong hillary,bill conversation started law library strong,Other,No,Positive,0.43333333333333335
7.59e+17,HillaryClinton,"""Chelsea, thank you. I am so proud to be your mother and so proud of the woman you’ve become."" —Hillary",2016-07-29T02:31:25,1192,5790,6982,chelsea thank you i am so proud to be your mother and so proud of the woman youve become hillary,chelsea mother woman youve,Other,No,Positive,0.8
7.59e+17,realDonaldTrump,"Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT! https://t.co/ezrqVqPtta",2016-07-29T02:26:27,8109,28347,36456,departing now  thank you cedar rapids iowa this is a movement,departing cedar rapids movement,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""Regardless of what was happening in her life, she was always, always there for me.” —@ChelseaClinton https://t.co/nuIjrwZC1M",2016-07-29T02:20:22,1318,4698,6016,regardless of what was happening in her life she was always always there for me chelseaclinton,regardless happening life chelseaclinton,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""Mom, Grandma would be so, so proud of you tonight.” —@ChelseaClinton",2016-07-29T02:15:43,1442,6695,8137,mom grandma would be so so proud of you tonight chelseaclinton,mom grandma chelseaclinton,Other,No,Positive,0.8
7.59e+17,HillaryClinton,"“This November, I’m voting for a woman…who knows women’s rights are human rights…here at home and around the world.” —@ChelseaClinton",2016-07-29T02:14:44,2026,6178,8204,this november im voting for a womanwho knows womens rights are human rightshere at home and around the world chelseaclinton,november voting womanwho womens human rightshere home chelseaclinton,Women,No,Neutral,0.0
7.59e+17,HillaryClinton,"""People ask me all the time: How does she do it?…Here’s how: It’s because she never, ever forgets who she’s fighting for.” —@ChelseaClinton",2016-07-29T02:13:01,1399,4790,6189,people ask me all the time how does she do itheres how its because she never ever forgets who shes fighting for chelseaclinton,itheres forgets fighting chelseaclinton,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""She always feels like there isn’t a moment to lose because she knows that for that mother, for that family, there isn’t.” —@ChelseaClinton",2016-07-29T02:11:19,751,2703,3454,she always feels like there isnt a moment to lose because she knows that for that mother for that family there isnt chelseaclinton,feels moment lose mother family chelseaclinton,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,So proud. https://t.co/ketX6fS9NY,2016-07-29T02:08:52,14847,61558,76405,so proud,,Other,No,Positive,0.8
7.59e+17,HillaryClinton,"""I’m here as a proud American, a proud Democrat, a proud mother, and tonight, in particular, a very, very proud daughter.” —@ChelseaClinton",2016-07-29T02:05:14,1736,7020,8756,im here as a proud american a proud democrat a proud mother and tonight in particular a very very proud daughter chelseaclinton,democrat mother particular daughter chelseaclinton,Other,No,Positive,0.5944444444444444
7.59e+17,HillaryClinton,Getting ready. https://t.co/9ik6n738DO,2016-07-29T02:04:40,2024,9153,11177,getting ready,getting ready,Other,No,Positive,0.2
7.59e+17,HillaryClinton,"""That's right—I love Hillary too."" —@KatyPerry https://t.co/N2OI27Go7k",2016-07-29T02:03:09,3522,8144,11666,thats righti love hillary too katyperry,righti katyperry,Other,No,Positive,0.5
7.59e+17,HillaryClinton,About to head out and accept your nomination for president. I’m so grateful to everyone who made this moment possible. -H,2016-07-29T01:50:02,7582,34113,41695,about to head out and accept your nomination for president im so grateful to everyone who made this moment possible h,head accept nomination grateful moment,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,Get the latest from the #DemConvention floor before Hillary takes the stage: https://t.co/uRJ6D4F7TU,2016-07-29T01:28:08,417,1619,2036,get the latest from the demconvention floor before hillary takes the stage,demconvention floor takes stage,Other,No,Positive,0.5
7.59e+17,HillaryClinton,Watch live: Get an exclusive look at the @DemConvention before Hillary officially accepts the nomination → https://t.co/XGg70hpYLL,2016-07-29T01:14:22,441,1562,2003,watch live get an exclusive look at the demconvention before hillary officially accepts the nomination,exclusive demconvention officially accepts nomination,Other,No,Positive,0.13636363636363635
7.59e+17,HillaryClinton,"""Some issues are not left vs. right or liberal vs. conservative, they are right vs. wrong."" —Rev. William Barber https://t.co/LRZRS9Qmqu",2016-07-29T01:09:27,4848,10084,14932,some issues are not left vs right or liberal vs conservative they are right vs wrong rev william barber,issues vs liberal vs conservative vs rev william barber,Other,No,Neutral,0.01785714285714285
7.59e+17,HillaryClinton,"""When Flint's water poisons its children, it hurts all of us. These are our children."" —@JenGranholm https://t.co/9MCjMKaLQQ",2016-07-29T00:43:44,1082,3239,4321,when flints water poisons its children it hurts all of us these are our children jengranholm,flints water poisons children hurts children jengranholm,Families,No,Neutral,0.0
7.59e+17,HillaryClinton,"A night we'll never forget.
https://t.co/BOq4CziQsC",2016-07-29T00:33:57,3912,10808,14720,a night well never forget,forget,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""That's a bunch of malarkey!"" —@JoeBiden, holding exactly nothing back last night. https://t.co/wsAbCgmljy",2016-07-28T23:26:29,884,2841,3725,thats a bunch of malarkey joebiden holding exactly nothing back last night,bunch malarkey holding exactly,Other,No,Positive,0.08333333333333333
7.59e+17,HillaryClinton,"""I'm living through history, and my mom and my grandma are finally getting to see it as well."" —Ebony, 21, NC https://t.co/BKe7YtwquO",2016-07-28T23:23:39,1042,3898,4940,im living through history and my mom and my grandma are finally getting to see it as well ebony  nc,living mom grandma finally getting ebony nc,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"It's all happening. Tune in for an exclusive look at the #DemsInPhilly as Hillary officially accepts the nomination.
https://t.co/1Yu5RPLzVb",2016-07-28T23:22:22,1489,5044,6533,its all happening tune in for an exclusive look at the demsinphilly as hillary officially accepts the nomination,happening tune exclusive officially accepts nomination,Other,No,Neutral,0.0
7.59e+17,realDonaldTrump,#CrookedHillary https://t.co/JeXFnO6e3s,2016-07-28T23:13:55,31126,56533,87659,crookedhillary,crookedhillary,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,“Her words gave me strength during one of the toughest tests of my life.” —@Clairecmc on Hillary https://t.co/LeiYRzGleD,2016-07-28T23:03:33,780,2832,3612,her words gave me strength during one of the toughest tests of my life clairecmc on hillary,words strength toughest tests life clairecmc,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"You better listen to @RepCleaver — @HillaryClinton won't stay throwed. #DemsInPhilly
https://t.co/QUadl02GPz",2016-07-28T22:59:10,396,1182,1578,you better listen to repcleaver  hillaryclinton wont stay throwed demsinphilly,listen repcleaver stay throwed,Other,No,Positive,0.5
7.59e+17,HillaryClinton,"“Al igual que Hillary... he luchado toda mi vida por los derechos humanos, mujeres, trabajadores”  —@DoloresHuerta. https://t.co/fPMb3277J3",2016-07-28T22:49:25,518,1369,1887,al igual que hillary he luchado toda mi vida por los derechos humanos mujeres trabajadores  doloreshuerta,al igual luchado toda mi vida por los derechos humanos mujeres trabajadores doloreshuerta,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,Thanks to all who watched and all who fight for LGBT rights. Here are my #DemConvention remarks! #DemsInPhilly https://t.co/ZIcE52ZuZd,2016-07-28T22:22:46,952,2794,3746,thanks to all who watched and all who fight for lgbt rights here are my demconvention remarks demsinphilly,watched fight lgbt demconvention remarks,Other,No,Positive,0.2
7.59e+17,HillaryClinton,It was the honor of my life to accept the Democratic nomination for vice president. I won't let you down. https://t.co/91PGJKVsHU,2016-07-28T22:20:04,3156,15394,18550,it was the honor of my life to accept the democratic nomination for vice president i wont let you down,honor life accept democratic nomination vice,Other,No,Negative,-0.15555555555555556
7.59e+17,HillaryClinton,Watch Michael Bloomberg sum up a whole lot about that's wrong with Donald Trump in less than a minute: https://t.co/KbMtJkr3h9,2016-07-28T22:05:54,1330,2603,3933,watch michael bloomberg sum up a whole lot about thats wrong with donald trump in less than a minute,michael bloomberg sum lot minute,Other,No,Negative,-0.15555555555555556
7.59e+17,realDonaldTrump,"""Dems warn not to underestimate Trump's potential win""
https://t.co/X3xHtjhHpB",2016-07-28T21:38:12,6514,19660,26174,dems warn not to underestimate trumps potential win,dems warn underestimate potential,Other,No,Positive,0.4
7.59e+17,realDonaldTrump,Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA https://t.co/A5IF0QHnic,2016-07-28T21:08:32,4379,17267,21646,great to be back in iowa tbt with jerryjrfalwell joining me in davenport this past winter maga,tbt jerryjrfalwell joining davenport past winter,Other,No,Positive,0.18333333333333335
7.59e+17,realDonaldTrump,Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.,2016-07-28T20:56:09,10756,30666,41422,median household income is down for the middle class since obama took office it will only go further down under clinton,median household income middle class office,Other,No,Negative,-0.06222222222222222
7.59e+17,realDonaldTrump,"A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees.",2016-07-28T20:31:59,17078,39587,56665,a vote for clintonkaine is a vote for tpp nafta high taxes radical regulation and massive influx of refugees,clintonkaine tpp nafta taxes radical regulation massive influx refugees,Economy,No,Positive,0.08
7.59e+17,realDonaldTrump,"AMERICA'S FUTURE
https://t.co/xymiA0Az7x",2016-07-28T20:30:18,3733,11338,15071,americas future,americas future,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""No matter how daunting the odds; no matter how much people try to knock her down, she never, ever quits."" —@POTUS https://t.co/oJ2rKzubWY",2016-07-28T19:06:50,4830,17402,22232,no matter how daunting the odds no matter how much people try to knock her down she never ever quits potus,matter daunting odds matter try knock quits,Other,No,Neutral,0.022222222222222227
7.59e+17,realDonaldTrump,Bernie caved! https://t.co/xtcOnA8cw1,2016-07-28T18:36:06,4691,14947,19638,bernie caved,caved,Other,No,Neutral,0.0
7.59e+17,realDonaldTrump,"""@LallyRay: Poll: Donald Trump Sees 17-Point Positive Swing in Two Weeks - Breitbart https://t.co/bVAj52fA3Y @realdonaldtrump""  Great!",2016-07-28T18:32:31,6461,17538,23999,lallyray poll donald trump sees point positive swing in two weeks  breitbart  realdonaldtrump  great,lallyray positive swing weeks breitbart,Other,No,Positive,0.5136363636363637
7.59e+17,HillaryClinton,Ready to pass the baton. https://t.co/a0hKQcWDzq,2016-07-28T17:46:02,3626,14399,18025,ready to pass the baton,ready pass baton,Other,No,Positive,0.2
7.59e+17,HillaryClinton,"On day three, the #DemsInPhilly officially welcomed @TimKaine to the ticket—and @POTUS brought down the house: https://t.co/gs5u7BjPzg",2016-07-28T16:45:54,782,3386,4168,on day three the demsinphilly officially welcomed timkaine to the ticketand potus brought down the house,officially welcomed ticketand brought house,Other,No,Negative,-0.15555555555555556
7.59e+17,realDonaldTrump,"Good morning! Join me in Lima, Ohio - tomorrow evening at 7pm. #MAGA
Tickets: https://t.co/sNfhyGeaAH",2016-07-28T15:48:56,3234,10873,14107,"good morning join me in lima ohio  tomorrow evening at pm maga
tickets",lima evening tickets,Other,No,Positive,0.7
7.59e+17,realDonaldTrump,"Trump makes a funny, obvious joke about Russia going after Hillary's emails &amp; U.S. media goes insane with fury.
He plays them so easily....",2016-07-28T15:30:06,16805,39864,56669,"trump makes a funny obvious joke about russia going after hillarys emails amp us media goes insane with fury
he plays them so easily",makes funny obvious joke russia emails goes insane fury plays easily,Other,No,Negative,-0.07916666666666666
7.59e+17,HillaryClinton,"""I ask you to do for Hillary Clinton what you did for me.

I ask you to carry her the same way you carried me.” https://t.co/61muVG6Ysj",2016-07-28T15:16:42,3713,10533,14246,"i ask you to do for hillary clinton what you did for me

i ask you to carry her the same way you carried me",carry carried,Other,No,Neutral,0.0
7.59e+17,realDonaldTrump,Obama Refers to Himself 119 Times During Hillary Nominating Speech... https://t.co/TyJI2DuqEk,2016-07-28T15:10:35,7815,13957,21772,obama refers to himself  times during hillary nominating speech,refers times nominating,Other,No,Neutral,0.0
7.59e+17,realDonaldTrump,President Obama spoke last night about a world that doesn’t exist. 70% of the people think our country is going in the wrong direction. #DNC,2016-07-28T15:09:11,16484,49552,66036,president obama spoke last night about a world that doesnt exist  of the people think our country is going in the wrong direction dnc,spoke exist direction dnc,Other,No,Negative,-0.25
7.59e+17,HillaryClinton,"To: @POTUS
From: All of us https://t.co/swH52dLR6f",2016-07-28T13:13:24,4606,12692,17298,"to potus
from all of us",,Other,No,Neutral,0.0
7.59e+17,realDonaldTrump,"""@trumplican2016: @realDonaldTrump @DavidWohl stay the course mr trump your message is resonating with the PEOPLE""",2016-07-28T04:00:23,6760,24835,31595,trumplican realdonaldtrump davidwohl stay the course mr trump your message is resonating with the people,trumplican davidwohl stay course message resonating,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"We love you back, @POTUS. https://t.co/S3dEsjwXCo",2016-07-28T03:58:40,24527,71166,95693,we love you back potus,,Other,No,Positive,0.25
7.59e+17,realDonaldTrump,"""@DavidWohl: Barack is offended that @realDonaldTrump will demand that #NATO allies pay their fair share. #DemsInPhilly""",2016-07-28T03:56:47,8198,25548,33746,davidwohl barack is offended that realdonaldtrump will demand that nato allies pay their fair share demsinphilly,davidwohl barack offended demand nato allies fair share,Other,No,Positive,0.7
7.59e+17,HillaryClinton,"""Thank you for this incredible journey.
Let’s keep it going.
God bless the United States of America!"" —@POTUS https://t.co/pgv3aUXdle",2016-07-28T03:44:01,7378,18399,25777,"thank you for this incredible journey
lets keep it going
god bless the united states of america potus",incredible journey god bless united,Other,No,Positive,0.9
7.59e+17,HillaryClinton,"""I’m asking you to join me, to reject cynicism...to summon what’s best in us; to elect Hillary Clinton as the next president” —@POTUS",2016-07-28T03:42:09,4248,13218,17466,im asking you to join me to reject cynicismto summon whats best in us to elect hillary clinton as the next president potus,reject cynicismto summon whats elect,Other,No,Positive,0.6
7.59e+17,HillaryClinton,"""America, you have vindicated that hope these past eight years. And now I’m ready to pass the baton.” —@POTUS",2016-07-28T03:40:42,2041,7157,9198,america you have vindicated that hope these past eight years and now im ready to pass the baton potus,vindicated hope past eight ready pass baton,Other,No,Neutral,-0.024999999999999994
7.59e+17,HillaryClinton,"“You’re who I was talking about twelve years ago, when I talked about hope.” —@POTUS",2016-07-28T03:40:17,1799,6651,8450,youre who i was talking about twelve years ago when i talked about hope potus,talking twelve talked hope,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""Tonight, I ask you to do for Hillary Clinton what you did for me. I ask you to carry her the same way you carried me.” —@POTUS",2016-07-28T03:39:20,3330,9599,12929,tonight i ask you to do for hillary clinton what you did for me i ask you to carry her the same way you carried me potus,carry carried,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""We don’t fear the future; we shape it, we embrace it, as one people, stronger together than we are on our own.” —@POTUS",2016-07-28T03:35:42,3499,8622,12121,we dont fear the future we shape it we embrace it as one people stronger together than we are on our own potus,future shape embrace stronger,Other,No,Positive,0.3
7.59e+17,HillaryClinton,“Democracy isn’t a spectator sport. America isn’t about 'yes he will.' It’s about 'yes we can.’” —@POTUS,2016-07-28T03:29:41,4783,10858,15641,democracy isnt a spectator sport america isnt about yes he will its about yes we can potus,democracy spectator sport yes yes,Other,No,Neutral,0.0
7.59e+17,HillaryClinton,"""Hillary Clinton is that woman in the arena.

She’s been there for us, even if we haven’t always noticed."" —@POTUS",2016-07-28T03:29:17,2018,6617,8635,"hillary clinton is that woman in the arena

shes been there for us even if we havent always noticed potus",woman arena havent noticed,Other,No,Neutral,0.0
